manzana_censal_residencia;n;criterio
13111071003019;1;No
13111071003027;1;No
13111071003028;1;No
13111071003030;1;No
13111071003031;1;No
13111071003037;1;No
13111071003041;1;No
13111071003047;1;No
13111071004007;1;No
13111071004009;1;No
13111071004010;1;No
13111071004013;1;No
13111071004023;1;No
13111071004024;1;No
13111071004025;1;No
13111071004026;1;No
13111071004028;1;No
13111071004029;1;No
13111071004031;1;No
13111071004033;1;No
13111071004036;1;No
13111071004042;1;No
13111071004045;1;No
13111071004046;1;No
13111071004048;1;No
13111071004052;1;No
13111071005001;1;No
13111071005004;1;No
13111071005006;1;No
13111071005011;1;No
13111071005012;1;No
13111071005014;1;No
13111071005015;1;No
13111071005020;1;No
13111071005025;1;No
13111071005028;1;No
13111071005032;1;No
13111071005033;1;No
13111081001001;1;No
13111081001004;1;No
13111081001005;1;No
13111081001010;1;No
13111081001013;1;No
13111081001016;1;No
13111081001026;1;No
13111081001901;1;No
13111081002001;1;No
13111081002011;1;No
13111081002012;1;No
13111081002014;1;No
13111081002018;1;No
13111081002020;1;No
13111081002021;1;No
13111081002022;1;No
13111081002031;1;No
13111081002034;1;No
13111081002035;1;No
13111081002036;1;No
13111081002043;1;No
13111081003001;1;No
13111081003002;1;No
13111081003009;1;No
13111081004004;1;No
13112011001014;1;No
13112011001016;1;No
13112011002001;1;No
13112011002002;1;No
13112011002003;1;No
13112011002007;1;No
13112011002013;1;No
13112011002016;1;No
13112011002020;1;No
13112011002028;1;No
13112011002032;1;No
13112011002033;1;No
13112011002034;1;No
13112011002901;1;No
13112021001007;1;No
13112021001010;1;No
13112021001011;1;No
13112021001015;1;No
13112021001016;1;No
13112021001023;1;No
13112021001026;1;No
13112021001030;1;No
13112021001033;1;No
13112021001034;1;No
13112021001036;1;No
13112021001037;1;No
13112021001038;1;No
13112021001039;1;No
13112021001049;1;No
13112021001064;1;No
13112021001065;1;No
13112021001067;1;No
13112021001069;1;No
13112021002011;1;No
13112021002014;1;No
13112021003001;1;No
13112021003012;1;No
13112021003013;1;No
13112021003014;1;No
13112021003016;1;No
13112021003019;1;No
13112021003020;1;No
13112021003024;1;No
13112021003032;1;No
13112021003040;1;No
13112021004003;1;No
13112021004006;1;No
13112021004016;1;No
13112031001002;1;No
13112031001005;1;No
13112031001007;1;No
13112031001014;1;No
13112031001020;1;No
13112031001026;1;No
13112031001027;1;No
13112031001029;1;No
13112031001030;1;No
13112031002014;1;No
13112031002015;1;No
13112031002026;1;No
13112031002029;1;No
13112031002035;1;No
13112031002042;1;No
13112031002061;1;No
13112031002062;1;No
13112031002065;1;No
13112031003005;1;No
13112031003006;1;No
13112031003008;1;No
13112031003012;1;No
13112031003014;1;No
13112031003017;1;No
13112031003018;1;No
13112031003019;1;No
13112031003025;1;No
13112031003031;1;No
13112031003034;1;No
13112031003038;1;No
13112031003042;1;No
13112031003047;1;No
13112031003051;1;No
13112031004005;1;No
13112031004006;1;No
13112031004012;1;No
13112031004013;1;No
13112031004018;1;No
13112031004021;1;No
13112031004030;1;No
13112031004035;1;No
13112031004041;1;No
13112031004901;1;No
13112031005004;1;No
13112031005010;1;No
13112031005012;1;No
13112031005022;1;No
13112031005024;1;No
13112031005028;1;No
13112031005033;1;No
13112041001001;1;No
13112041001003;1;No
13112041001005;1;No
13112041001006;1;No
13112041001008;1;No
13112041001009;1;No
13112041001014;1;No
13112041001015;1;No
13112041001017;1;No
13112041001025;1;No
13112041001027;1;No
13112041001029;1;No
13112041001039;1;No
13112041001041;1;No
13112041001045;1;No
13112041002009;1;No
13112041002017;1;No
13112041002018;1;No
13112041002020;1;No
13112041002023;1;No
13112041002025;1;No
13112041002029;1;No
13112041002039;1;No
13112041002901;1;No
13112041003006;1;No
13112041003007;1;No
13112041003009;1;No
13112041003012;1;No
13112041003015;1;No
13112041003018;1;No
13112041003020;1;No
13112041004003;1;No
13112041005007;1;No
13112041005009;1;No
13112041005012;1;No
13112041006001;1;No
13112041006004;1;No
13112041006006;1;No
13112041006007;1;No
13112041006008;1;No
13112041006011;1;No
13112041006013;1;No
13112041006014;1;No
13112041006016;1;No
13112041006020;1;No
13112041007001;1;No
13112041007004;1;No
13112041007008;1;No
13112041007009;1;No
13112041007011;1;No
13112041007012;1;No
13112041007020;1;No
13112041007034;1;No
13112041007035;1;No
13112051001002;1;No
13112051001003;1;No
13112051001004;1;No
13112051001010;1;No
13112051001012;1;No
13112051001013;1;No
13112051001020;1;No
13112051001023;1;No
13112051001028;1;No
13112051001033;1;No
13112051001901;1;No
13112051002004;1;No
13112051002018;1;No
13112051002023;1;No
13112051003004;1;No
13112051003005;1;No
13112051003007;1;No
13112051003018;1;No
13112051003021;1;No
13112051004001;1;No
13112051005002;1;No
13112051005005;1;No
13112051005006;1;No
13112051006002;1;No
13112051006009;1;No
13112051006013;1;No
13112051006016;1;No
13112051006018;1;No
13112051007006;1;No
13112051007012;1;No
13112051007025;1;No
13112051007026;1;No
13112051007028;1;No
13112051007029;1;No
13112051007030;1;No
13112051008007;1;No
13112051008011;1;No
13112051008016;1;No
13112051008021;1;No
13112051008022;1;No
13112051008036;1;No
13112051009007;1;No
13112051009009;1;No
13112051009010;1;No
13112051009014;1;No
13112051009015;1;No
13112051009016;1;No
13112051009023;1;No
13112051009024;1;No
13112051010004;1;No
13112051010007;1;No
13112051010012;1;No
13112051010016;1;No
13112051010019;1;No
13112051010023;1;No
13112051010026;1;No
13112051010029;1;No
13112051011012;1;No
13112051011016;1;No
13112051011018;1;No
13112051011022;1;No
13112061001005;1;No
13112061001020;1;No
13112061001024;1;No
13112061001025;1;No
13112061001039;1;No
13112061001040;1;No
13112061001043;1;No
13112061001046;1;No
13112061001051;1;No
13112061001052;1;No
13112061001053;1;No
13112061001901;1;No
13112061002012;1;No
13112061002014;1;No
13112061002021;1;No
13112061002025;1;No
13112061002034;1;No
13112061002035;1;No
13112061002042;1;No
13112061003018;1;No
13112061003029;1;No
13112061003031;1;No
13112061003032;1;No
13112061003033;1;No
13112061003043;1;No
13112061003044;1;No
13112071001003;1;No
13112071001007;1;No
13112071001009;1;No
13112071001012;1;No
13112071002006;1;No
13112071002007;1;No
13112071002008;1;No
13112071002013;1;No
13112071002018;1;No
13112071002019;1;No
13112071002023;1;No
13112071002027;1;No
13112071003008;1;No
13112071003015;1;No
13112071003017;1;No
13112071003019;1;No
13112071004001;1;No
13112071004006;1;No
13112071004007;1;No
13112071004008;1;No
13112071004011;1;No
13112071004022;1;No
13112071004023;1;No
13112071005014;1;No
13112071005017;1;No
13112071006002;1;No
13112071006005;1;No
13112071006006;1;No
13112071006011;1;No
13112071006014;1;No
13112071006018;1;No
13112071006021;1;No
13112081001013;1;No
13112081001016;1;No
13112081001036;1;No
13112081001037;1;No
13112081001041;1;No
13112081001044;1;No
13112081002015;1;No
13112081002022;1;No
13112081002024;1;No
13112081002901;1;No
13112081003001;1;No
13112081004004;1;No
13112081004008;1;No
13112081004018;1;No
13112081004026;1;No
13112081004030;1;No
13112081005015;1;No
13112081005018;1;No
13112081005026;1;No
13112081005029;1;No
13112081005033;1;No
13112081006001;1;No
13112081006009;1;No
13112081006010;1;No
13112081006015;1;No
13112081006021;1;No
13112081006032;1;No
13112081006035;1;No
13112081007009;1;No
13112081007012;1;No
13112081007016;1;No
13112081007017;1;No
13112081008007;1;No
13112081008010;1;No
13112081008011;1;No
13112081008015;1;No
13112081009002;1;No
13112081009011;1;No
13112081009014;1;No
13112081009019;1;No
13112081009022;1;No
13112081009029;1;No
13112081009030;1;No
13112081009032;1;No
13113011001004;1;No
13113011001011;1;No
13113011001015;1;No
13113011001021;1;No
13113011001023;1;No
13113011001027;1;No
13113011002002;1;No
13113011002005;1;No
13113011002008;1;No
13113011002009;1;No
13113011002012;1;No
13113011002013;1;No
13113011002019;1;No
13113011002025;1;No
13113011002901;1;No
13113011003004;1;No
13113011003006;1;No
13113011003012;1;No
13113011003013;1;No
13113011003018;1;No
13113011003029;1;No
13113011003501;1;No
13113011004002;1;No
13113011004003;1;No
13113011004004;1;No
13113011004007;1;No
13113011004012;1;No
13113011004015;1;No
13113021001008;1;No
13113021001013;1;No
13113021002001;1;No
13113021002004;1;No
13113021003006;1;No
13113021003010;1;No
13113021003012;1;No
13113021003013;1;No
13113031001001;1;No
13113031001007;1;No
13113031001011;1;No
13113031001018;1;No
13113031001020;1;No
13113031001021;1;No
13113031001024;1;No
13113031001030;1;No
13113031002003;1;No
13113031002006;1;No
13113031002007;1;No
13113031002013;1;No
13113031002015;1;No
13113031002017;1;No
13113031002024;1;No
13113031003002;1;No
13113031003003;1;No
13113031003005;1;No
13113031004001;1;No
13113031004003;1;No
13113031004011;1;No
13113041001003;1;No
13113041001004;1;No
13113041002007;1;No
13113041002013;1;No
13113041002019;1;No
13113041002021;1;No
13113041002023;1;No
13113041002024;1;No
13113041002027;1;No
13113041003008;1;No
13113041003009;1;No
13113041004007;1;No
13113051001005;1;No
13113051001014;1;No
13113051001015;1;No
13113051002004;1;No
13113051002009;1;No
13113051002010;1;No
13113051003004;1;No
13113051003006;1;No
13113051004001;1;No
13113051004002;1;No
13113051004004;1;No
13113051004007;1;No
13113051004014;1;No
13113051004019;1;No
13113051004023;1;No
13113051004026;1;No
13113061001001;1;No
13113061001002;1;No
13113061001011;1;No
13113061001012;1;No
13113061001015;1;No
13113061003002;1;No
13113061003011;1;No
13113071001004;1;No
13113071001007;1;No
13113071001010;1;No
13113071001011;1;No
13113071001028;1;No
13113071001030;1;No
13113071001033;1;No
13113071001040;1;No
13113071001045;1;No
13113071002003;1;No
13113071002004;1;No
13113071002015;1;No
13113071002021;1;No
13113071002022;1;No
13113071002034;1;No
13113071002036;1;No
13113071002037;1;No
13113071002038;1;No
13113071002039;1;No
13113071002044;1;No
13113071002045;1;No
13113071002055;1;No
13113071002056;1;No
13113071002057;1;No
13113071002058;1;No
13113071002061;1;No
13113071002064;1;No
13113071002065;1;No
13113071002066;1;No
13113071003009;1;No
13113071003017;1;No
13113071003021;1;No
13113071003027;1;No
13113071003033;1;No
13113071003035;1;No
13113071003038;1;No
13113071003039;1;No
13113071003040;1;No
13113071003043;1;No
13113071003053;1;No
13113071004004;1;No
13113071004005;1;No
13113071004006;1;No
13113071004501;1;No
13113071004504;1;No
13113071005017;1;No
13113071005021;1;No
13113071005022;1;No
13113071005023;1;No
13113071005028;1;No
13113071005030;1;No
13113071005033;1;No
13113071005034;1;No
13113071005042;1;No
13113071005043;1;No
13113071005057;1;No
13113071005070;1;No
13113071005901;1;No
13113071006004;1;No
13113071006008;1;No
13113071006009;1;No
13113071006020;1;No
13113071006024;1;No
13113071006027;1;No
13113071006029;1;No
13113071006500;1;No
13113071006503;1;No
13114011002004;1;No
13114011002013;1;No
13114011003001;1;No
13114011003008;1;No
13114011003014;1;No
13114011004001;1;No
13114011007004;1;No
13114011007006;1;No
13114011008002;1;No
13114011009003;1;No
13114011009004;1;No
13114011009009;1;No
13114011009014;1;No
13114021001005;1;No
13114021001011;1;No
13114021001013;1;No
13114021002009;1;No
13114021002012;1;No
13114021002017;1;No
13114021002018;1;No
13114021002019;1;No
13114021002023;1;No
13114021002026;1;No
13114021002028;1;No
13114021003004;1;No
13114021003005;1;No
13114021003008;1;No
13114021003011;1;No
13114021003012;1;No
13114021003014;1;No
13114021003017;1;No
13114021004002;1;No
13114021004003;1;No
13114021004005;1;No
13114021004015;1;No
13114021004017;1;No
13114021004022;1;No
13114031001001;1;No
13114031001002;1;No
13114031001008;1;No
13114031001019;1;No
13114031001027;1;No
13114031002007;1;No
13114031002008;1;No
13114031002011;1;No
13114031002012;1;No
13114031002016;1;No
13114031002017;1;No
13114031002019;1;No
13114031002025;1;No
13114031002028;1;No
13114031002029;1;No
13114031002042;1;No
13114031003001;1;No
13114031003004;1;No
13114031003010;1;No
13114031003016;1;No
13114031003020;1;No
13114031003021;1;No
13114031003027;1;No
13114031004002;1;No
13114031004003;1;No
13114031004008;1;No
13114031004010;1;No
13114031005003;1;No
13114031005005;1;No
13114031005008;1;No
13114031005009;1;No
13114031007001;1;No
13114041001008;1;No
13114041001009;1;No
13114041001010;1;No
13114041001013;1;No
13114041001016;1;No
13114041001018;1;No
13114041001020;1;No
13114041001028;1;No
13114041002001;1;No
13114041002003;1;No
13114041002007;1;No
13114041002008;1;No
13114041002009;1;No
13114041002014;1;No
13114041002026;1;No
13114041002027;1;No
13114041002032;1;No
13114041002035;1;No
13114041003002;1;No
13114041003027;1;No
13114041003500;1;No
13114051001012;1;No
13114051001013;1;No
13114051001017;1;No
13114051001019;1;No
13114051002004;1;No
13114051002009;1;No
13114051002500;1;No
13114051003001;1;No
13114051004001;1;No
13114051004005;1;No
13114051004007;1;No
13114051004009;1;No
13114051004012;1;No
13114051004016;1;No
13114051004022;1;No
13114051004026;1;No
13114051004027;1;No
13114061001003;1;No
13114061001007;1;No
13114061001010;1;No
13114061001016;1;No
13114061001017;1;No
13114061001019;1;No
13114061001020;1;No
13114061001022;1;No
13114061001024;1;No
13114061001025;1;No
13114061001029;1;No
13114061001031;1;No
13114061001040;1;No
13114061002005;1;No
13114061002007;1;No
13114061002010;1;No
13114061002011;1;No
13114061002013;1;No
13114061002015;1;No
13114061002017;1;No
13114061002018;1;No
13114061002019;1;No
13114061002033;1;No
13114061002040;1;No
13114071001003;1;No
13114071001005;1;No
13114071001021;1;No
13114071001026;1;No
13114071001037;1;No
13114071001046;1;No
13114071001063;1;No
13114071001067;1;No
13114071002001;1;No
13114071002004;1;No
13114071002012;1;No
13114071002015;1;No
13114071002018;1;No
13114071002022;1;No
13114071002023;1;No
13114071002029;1;No
13114071002030;1;No
13114071002035;1;No
13114071003009;1;No
13114071003015;1;No
13114071003500;1;No
13114071004004;1;No
13114071004005;1;No
13114071004012;1;No
13114071004014;1;No
13114071004020;1;No
13114071004038;1;No
13114081001001;1;No
13114081001005;1;No
13114081001011;1;No
13114081001014;1;No
13114081001018;1;No
13114081001019;1;No
13114081001020;1;No
13114081001024;1;No
13114081001026;1;No
13114081001030;1;No
13114081001031;1;No
13114081001034;1;No
13114081001036;1;No
13114081002007;1;No
13114081002008;1;No
13114081002011;1;No
13114081002014;1;No
13114081003001;1;No
13114081003005;1;No
13114081003009;1;No
13114081003013;1;No
13114081003014;1;No
13114081003016;1;No
13114081003021;1;No
13114081003028;1;No
13114081004010;1;No
13114081004013;1;No
13114081004016;1;No
13114081004019;1;No
13114081004021;1;No
13114081004022;1;No
13114081004024;1;No
13114081004026;1;No
13114081005003;1;No
13114081005009;1;No
13114081005016;1;No
13114081005017;1;No
13114081005018;1;No
13114081005022;1;No
13114081005023;1;No
13114081005024;1;No
13114091001004;1;No
13114091001007;1;No
13114091002006;1;No
13114091002007;1;No
13114091002012;1;No
13114091002019;1;No
13114091002020;1;No
13114091002031;1;No
13114091002033;1;No
13114091003001;1;No
13114091003002;1;No
13114091003005;1;No
13114091003013;1;No
13114091003014;1;No
13114091003015;1;No
13114091003018;1;No
13114091003023;1;No
13114091003027;1;No
13114091003028;1;No
13114091004002;1;No
13114101002001;1;No
13114101002004;1;No
13114101004002;1;No
13114101004003;1;No
13114101004005;1;No
13114101004011;1;No
13114101004012;1;No
13114101004014;1;No
13114101004015;1;No
13114101004016;1;No
13114101004019;1;No
13114101004022;1;No
13114101005007;1;No
13114101005008;1;No
13114101005010;1;No
13114101005011;1;No
13114101005013;1;No
13114101005015;1;No
13114111001005;1;No
13114111002003;1;No
13114111002008;1;No
13114111003002;1;No
13114111003006;1;No
13114111003007;1;No
13114111003009;1;No
13114111003011;1;No
13114111003013;1;No
13114111004003;1;No
13114111004007;1;No
13114111004010;1;No
13114111004012;1;No
13114111004013;1;No
13114111005007;1;No
13114111007001;1;No
13114111007007;1;No
13114111007901;1;No
13114121001002;1;No
13114121001003;1;No
13114121001006;1;No
13114121001009;1;No
13114121001011;1;No
13114121001015;1;No
13114121001018;1;No
13114121001021;1;No
13114121001023;1;No
13114121002001;1;No
13114121002006;1;No
13114121003001;1;No
13114121005009;1;No
13114121005011;1;No
13114121005018;1;No
13114121006004;1;No
13114121006008;1;No
13114131002002;1;No
13114131003501;1;No
13114131003502;1;No
13114131004003;1;No
13114131004004;1;No
13114131004005;1;No
13114131005008;1;No
13114131006001;1;No
13114131006003;1;No
13114131007004;1;No
13114131007007;1;No
13114131007013;1;No
13114131008001;1;No
13114131008011;1;No
13114131008012;1;No
13114131009008;1;No
13114131009017;1;No
13114141001002;1;No
13114141001005;1;No
13114141001010;1;No
13114141001014;1;No
13114141001023;1;No
13114141001024;1;No
13114141001036;1;No
13114141002003;1;No
13114141002004;1;No
13114141002011;1;No
13114141002015;1;No
13114141002020;1;No
13114141002023;1;No
13114141002028;1;No
13114141003009;1;No
13114141003021;1;No
13114141003022;1;No
13114141004002;1;No
13114141004004;1;No
13114141004015;1;No
13114141004018;1;No
13114141004019;1;No
13114141004020;1;No
13114141004021;1;No
13114151001002;1;No
13114151001013;1;No
13114151001015;1;No
13114151001017;1;No
13114151001021;1;No
13114151001022;1;No
13114151001023;1;No
13114151001025;1;No
13114151001027;1;No
13114151001028;1;No
13114151001029;1;No
13114151001042;1;No
13114151001044;1;No
13114151001050;1;No
13114151001052;1;No
13114151001054;1;No
13114151002004;1;No
13114151002028;1;No
13114151003003;1;No
13114151003008;1;No
13114151003009;1;No
13114151003010;1;No
13114151003011;1;No
13114151003021;1;No
13114151003031;1;No
13114151003032;1;No
13114151003034;1;No
13114151003037;1;No
13114151003039;1;No
13114151003041;1;No
13114151003044;1;No
13114161001003;1;No
13114161001009;1;No
13114161001015;1;No
13114161001016;1;No
13114161001021;1;No
13114161001028;1;No
13114161001032;1;No
13114161001034;1;No
13114161001035;1;No
13114161001037;1;No
13114161001038;1;No
13114161002001;1;No
13114161002003;1;No
13114161002008;1;No
13114161003002;1;No
13114161003011;1;No
13114161003017;1;No
13114161004007;1;No
13114161004017;1;No
13115011001010;1;No
13115011001012;1;No
13115011001022;1;No
13115011001024;1;No
13115011001029;1;No
13115011002005;1;No
13115011002901;1;No
13115011003003;1;No
13115011003008;1;No
13115011004002;1;No
13115011004008;1;No
13115011004017;1;No
13115011004019;1;No
13115011004901;1;No
13115011005008;1;No
13115011005009;1;No
13115011005010;1;No
13115011005012;1;No
13115011005013;1;No
13115011005017;1;No
13115011005901;1;No
13115011006003;1;No
13115011007002;1;No
13115011007009;1;No
13115011007016;1;No
13115011007017;1;No
13115011007018;1;No
13115011007019;1;No
13115011007022;1;No
13115011007024;1;No
13115011007027;1;No
13115011007028;1;No
13115011008007;1;No
13115011008019;1;No
13115011008020;1;No
13115011008022;1;No
13115011008024;1;No
13115011008026;1;No
13115011008027;1;No
13115011008031;1;No
13115011008033;1;No
13115011008037;1;No
13115011008507;1;No
13115011009006;1;No
13115011009007;1;No
13115011009008;1;No
13115011009009;1;No
13115011009019;1;No
13115011009020;1;No
13115011009027;1;No
13115011009028;1;No
13115011009035;1;No
13115011010002;1;No
13115011010003;1;No
13115011010010;1;No
13115011010017;1;No
13115011010021;1;No
13115011010024;1;No
13115011010026;1;No
13115011010028;1;No
13115011010503;1;No
13115011010504;1;No
13115011011500;1;No
13115011012003;1;No
13115011012005;1;No
13115011012010;1;No
13115011012020;1;No
13115011012025;1;No
13115021001003;1;No
13115021001004;1;No
13115021001008;1;No
13115021002001;1;No
13115021002023;1;No
13115021002500;1;No
13115021002901;1;No
13115021003003;1;No
13115021003005;1;No
13115021003007;1;No
13115021003015;1;No
13115021003018;1;No
13115021004501;1;No
13115021005004;1;No
13115021005007;1;No
13115021005011;1;No
13115021005013;1;No
13115021005021;1;No
13115021005025;1;No
13115041001001;1;No
13115041001002;1;No
13115041001009;1;No
13115041001020;1;No
13115041001021;1;No
13115041001022;1;No
13115041001023;1;No
13115041002015;1;No
13115041002023;1;No
13115041003001;1;No
13115041003012;1;No
13115041003014;1;No
13115041003015;1;No
13115041003021;1;No
13115041003026;1;No
13115041003027;1;No
13115041004010;1;No
13115041004013;1;No
13115041004017;1;No
13115041004019;1;No
13115041004022;1;No
13115041005001;1;No
13115041005003;1;No
13115041005006;1;No
13115041005023;1;No
13115041005025;1;No
13115041005028;1;No
13115041005045;1;No
13115041005047;1;No
13116011001004;1;No
13116011001005;1;No
13116011001009;1;No
13116011001027;1;No
13116011001031;1;No
13116011001046;1;No
13116011001901;1;No
13116011002001;1;No
13116011002002;1;No
13116011002003;1;No
13116011002005;1;No
13116011002006;1;No
13116011002008;1;No
13116011002010;1;No
13116011002012;1;No
13116011002014;1;No
13116011002015;1;No
13116011002016;1;No
13116011002017;1;No
13116011003004;1;No
13116011003014;1;No
13116011003017;1;No
13116011003024;1;No
13116011003025;1;No
13116011003030;1;No
13116011003037;1;No
13116011003038;1;No
13116011003039;1;No
13116011003041;1;No
13116011003042;1;No
13116011003043;1;No
13116011003045;1;No
13116011003046;1;No
13116011003048;1;No
13116011004005;1;No
13116011005003;1;No
13116011005004;1;No
13116011005009;1;No
13116011005010;1;No
13116011005013;1;No
13116011005014;1;No
13116011005019;1;No
13116011005022;1;No
13116021001004;1;No
13116021001005;1;No
13116021001020;1;No
13116021001029;1;No
13116021001031;1;No
13116021001032;1;No
13116021001033;1;No
13116021001039;1;No
13116021001047;1;No
13116021001054;1;No
13116021001058;1;No
13116021001063;1;No
13116021002009;1;No
13116021002012;1;No
13116021002015;1;No
13116021002017;1;No
13116021002019;1;No
13116021002021;1;No
13116021002027;1;No
13116021002032;1;No
13116021002037;1;No
13116031001001;1;No
13116031001002;1;No
13116031001003;1;No
13116031001004;1;No
13116031001007;1;No
13116031001009;1;No
13116031001011;1;No
13116031001016;1;No
13116031002007;1;No
13116031002013;1;No
13116031002019;1;No
13116031003009;1;No
13116031003011;1;No
13116031003014;1;No
13116031003018;1;No
13116031003021;1;No
13116031003024;1;No
13116031003025;1;No
13116031004003;1;No
13116031004005;1;No
13116031004007;1;No
13116031004012;1;No
13116031004015;1;No
13116041001007;1;No
13116041001013;1;No
13116041001019;1;No
13116041001901;1;No
13116041002003;1;No
13116041002004;1;No
13116041002008;1;No
13116041002011;1;No
13116041002012;1;No
13116041002017;1;No
13116041003001;1;No
13116041003002;1;No
13116041003003;1;No
13116041003009;1;No
13116041003011;1;No
13116041003012;1;No
13116041003013;1;No
13116041003019;1;No
13116041003023;1;No
13116041004006;1;No
13116041004014;1;No
13116041004019;1;No
13116041004020;1;No
13116041004022;1;No
13116051001007;1;No
13116051001012;1;No
13116051001022;1;No
13116051002002;1;No
13116051002003;1;No
13116051002005;1;No
13116051002006;1;No
13116051002017;1;No
13116051002023;1;No
13116051002030;1;No
13116051002032;1;No
13116061001002;1;No
13116061001003;1;No
13116061001008;1;No
13116061001014;1;No
13116061001016;1;No
13116061001028;1;No
13116061001030;1;No
13116061002005;1;No
13116061002007;1;No
13116061002011;1;No
13116061002013;1;No
13116061002028;1;No
13116061002034;1;No
13116061002035;1;No
13116061002038;1;No
13116061002040;1;No
13116061002041;1;No
13116061003005;1;No
13116061003010;1;No
13116061003025;1;No
13116061003901;1;No
13116071001003;1;No
13116071001007;1;No
13116071001008;1;No
13116071001010;1;No
13116071001013;1;No
13116071001016;1;No
13116071001026;1;No
13116071001031;1;No
13116071001032;1;No
13116071001039;1;No
13116071001040;1;No
13116071001042;1;No
13116071002012;1;No
13116071002019;1;No
13116071002020;1;No
13116071002029;1;No
13116071002030;1;No
13116071002033;1;No
13116071002035;1;No
13116071002036;1;No
13116071003003;1;No
13116071003004;1;No
13116071003006;1;No
13116071003012;1;No
13116071003015;1;No
13116071003017;1;No
13116071003021;1;No
13116071003023;1;No
13116071003024;1;No
13116071003027;1;No
13116071003030;1;No
13116071004005;1;No
13116071004006;1;No
13116071004009;1;No
13116071004018;1;No
13116071004020;1;No
13116071004025;1;No
13116071004030;1;No
13116071004031;1;No
13116071004033;1;No
13116071004901;1;No
13117011001001;1;No
13117011001002;1;No
13117011001007;1;No
13117011001015;1;No
13117011001016;1;No
13117011001018;1;No
13117011001021;1;No
13117011001022;1;No
13117011002002;1;No
13117011002003;1;No
13117011002005;1;No
13117011002006;1;No
13117011002008;1;No
13117011002009;1;No
13117011002011;1;No
13117011002016;1;No
13117011002018;1;No
13117011002019;1;No
13117011002020;1;No
13117011003002;1;No
13117011003007;1;No
13117011003010;1;No
13117011003013;1;No
13117011003014;1;No
13117011003015;1;No
13117011003016;1;No
13117011003018;1;No
13117011003020;1;No
13117011003021;1;No
13117011004007;1;No
13117011004009;1;No
13117011004010;1;No
13117011004012;1;No
13117011004017;1;No
13117011004018;1;No
13117011004901;1;No
13117021001015;1;No
13117021001901;1;No
13117021002011;1;No
13117021002012;1;No
13117021002014;1;No
13117021002017;1;No
13117021002023;1;No
13117021003012;1;No
13117021003015;1;No
13117021004001;1;No
13117021004002;1;No
13117021004003;1;No
13117021004007;1;No
13117021004901;1;No
13117021005005;1;No
13117031001008;1;No
13117031001015;1;No
13117031001019;1;No
13117031001025;1;No
13117031001034;1;No
13117031001035;1;No
13117031001037;1;No
13117031001041;1;No
13117031002001;1;No
13117031002004;1;No
13117031002006;1;No
13117031002007;1;No
13117031002014;1;No
13117031003001;1;No
13117031003007;1;No
13117031003015;1;No
13117031003018;1;No
13117031004002;1;No
13117031004009;1;No
13117031004013;1;No
13117031004018;1;No
13117031005013;1;No
13117031005015;1;No
13117031005016;1;No
13117031005017;1;No
13117031005025;1;No
13117031005026;1;No
13117031005032;1;No
13117031005901;1;No
13117031006002;1;No
13117031006003;1;No
13117031006005;1;No
13117031006008;1;No
13117031006012;1;No
13117031006013;1;No
13117031006015;1;No
13117031006019;1;No
13117041001001;1;No
13117041001019;1;No
13117041001024;1;No
13117041001026;1;No
13117041001029;1;No
13117041001030;1;No
13117041002002;1;No
13117041002005;1;No
13117041002012;1;No
13117041002018;1;No
13117041002021;1;No
13117041002026;1;No
13117041003007;1;No
13117041003008;1;No
13117041003009;1;No
13117041003017;1;No
13117041003020;1;No
13117041003028;1;No
13117041003029;1;No
13117041003030;1;No
13117041003034;1;No
13117041003035;1;No
13117041003039;1;No
13117041003040;1;No
13117041003046;1;No
13117041004006;1;No
13117041004013;1;No
13117041004020;1;No
13117041004024;1;No
13117041004025;1;No
13117041004031;1;No
13117041004032;1;No
13117041004035;1;No
13117041005004;1;No
13117041005005;1;No
13117041005011;1;No
13117041005013;1;No
13117041005015;1;No
13117051001002;1;No
13117051001006;1;No
13117051001008;1;No
13117051001016;1;No
13117051001021;1;No
13117051001022;1;No
13117051001901;1;No
13117051002001;1;No
13117051002007;1;No
13117051002008;1;No
13117051002017;1;No
13117051002022;1;No
13117051002024;1;No
13117051003001;1;No
13117051003003;1;No
13117051003004;1;No
13117051003027;1;No
13117051003038;1;No
13117051003040;1;No
13117051003041;1;No
13117051003043;1;No
13117051004017;1;No
13117051004026;1;No
13117061001004;1;No
13117061001007;1;No
13117061001008;1;No
13117061001009;1;No
13117061001025;1;No
13117061002004;1;No
13117061002005;1;No
13117061003001;1;No
13117061003009;1;No
13117061003011;1;No
13117061003013;1;No
13117061003017;1;No
13117061003901;1;No
13117071001003;1;No
13117071001010;1;No
13117071001019;1;No
13117071002001;1;No
13117071002012;1;No
13117071002013;1;No
13117071002014;1;No
13117071002022;1;No
13117071003010;1;No
13117071003030;1;No
13117071004003;1;No
13117071004004;1;No
13117071004011;1;No
13117071004021;1;No
13117071004023;1;No
13118011001006;1;No
13118011001009;1;No
13118011001010;1;No
13118011001015;1;No
13118011001017;1;No
13118011002005;1;No
13118011002011;1;No
13118011002013;1;No
13118011002026;1;No
13118011002032;1;No
13118011002037;1;No
13118011002040;1;No
13118011002046;1;No
13118011002049;1;No
13118011002050;1;No
13118011003001;1;No
13118011003008;1;No
13118011003010;1;No
13118011003011;1;No
13118011003013;1;No
13118011003015;1;No
